time,flat_ppt,trend
1468.2776003719505,1002.5100921060674,0.9940286939211802
1468.2789892909989,1001.3570288023703,0.9940421000445626
1468.280378210046,999.609391886271,0.9940387710563956
1468.281767129094,999.3172025535728,0.9940234847320374
1468.2831560481422,999.6719887141851,0.9940065581333368
1468.2845449671902,1002.5089742311955,0.9939900004513083
1468.285933886238,999.9831217443435,0.9939821119434613
1468.2873228052858,998.3768787050615,0.9939953708516553
1468.2887117243338,998.5026609774854,0.993979327615138
1468.2901006433815,1004.4198175589077,0.9939639157562197
1468.2914895624297,999.5674515557142,0.9939684020183136
1468.2928784814776,1000.4911413621071,0.9939649853434576
1468.294267400525,998.419145335933,0.9939588675540543
1468.295656319574,1002.1120643680744,0.9939674282601313
1468.2970452386216,1002.239233243013,0.9939585475812409
1468.2984341572032,1000.3396036498915,0.9939701743810244
1468.299823076252,1000.6415621399208,0.9939635467761575
1468.3012119953005,1001.1321866253746,0.993952209654045
1468.3026009143475,1000.0113021043502,0.9939543864955658
1468.3039898333957,1001.9450416779712,0.9939641143907433
1468.305378752444,1002.7431497710157,0.9939501052015546
1468.306767671026,999.8010624375304,0.9939399404596818
1468.308156590074,1002.4272009651077,0.9939311988317304
1468.309545509122,1002.2484348311109,0.9939459527502137
1468.31093442817,1000.9071080326235,0.9939331516550064
1468.3123233472184,1000.3142569304727,0.9939246424694956
1468.3137122658006,999.2134176582506,0.9939298600819371
1468.315101184848,1001.0580465479615,0.993930729898227
1468.3164901038965,1000.5365344624907,0.9939412168797952
1468.317879022945,999.9051856907523,0.9939390526166533
1468.3192679415265,1002.5505134197015,0.993930052984893
1468.3206568605738,1001.1545422187418,0.9939228977918148
1468.3220457796217,999.1632758639948,0.9939091681016409
1468.3234346982044,1000.0294606350934,0.9939023657864274
1468.3248236172524,996.4120004684135,0.9939092573019339
1468.3262125363003,998.3692399040486,0.9939106716175721
1468.3276014548824,1000.6471378901285,0.9939195184864399
1468.3289903739303,999.6074536069034,0.993921326443979
1468.3303792929787,999.0570392975843,0.9939107104887841
1468.331768211561,1000.8782661390378,0.9939240718873534
1468.3331571306082,998.5851461137653,0.9939351452445399
1468.3345460491912,1001.0256951488811,0.9939228962282277
1468.3359349682396,1003.4275339223864,0.9939236757689364
1468.3373238868212,1001.7085181150835,0.9939157814644947
1468.3387128058691,998.8729076479563,0.993925865624166
1468.3401017249175,1000.1249679680242,0.9939254901114266
1468.3414906434998,1000.860319141103,0.9939129621282019
1468.3428795625478,1001.310889232966,0.9939003463035093
1468.3442684811298,996.7238174928916,0.9939021514801356
1468.3456574001775,1003.4970834946726,0.993892602134129
1468.3470463187607,1001.4217668440153,0.9938976176017204
1468.3484352378086,994.9733451840781,0.9938904319273262
1468.3498241563902,999.4985927667619,0.9938988455500903
1468.351213075438,1001.3448119556563,0.9938880040326421
1468.352601994021,995.5969084774587,0.993883252600119
1468.353990912603,1001.1082104491682,0.9938706385973003
1468.3553798316502,1001.5431939673387,0.9938593401553389
1468.3567687502332,1003.4094869442041,0.9938579485038832
1468.3581576692818,999.5742023937744,0.9938594020012267
1468.3595465878634,1001.1914764579533,0.9938478956851898
1468.3609355064457,998.8330598291888,0.9938363132380666
1468.362324425494,1001.9594608769542,0.9938369005319196
1468.363713344076,1001.9102215641935,0.9938361506305993
1468.3651022626584,999.2854832521018,0.9938266738267965
1468.3664911817064,1002.6982994110451,0.9938151484829917
1468.3678801002886,998.3083919141136,0.9938039512279909
1468.3692690188714,999.9259906685913,0.9938030856166152
1468.3706579379193,1001.0407678505728,0.9937908933694685
1468.372046856501,1000.7135187382823,0.9937873986299864
1468.3734357750836,1000.6400702597118,0.9937801359300913
1468.3748246941325,1000.3221640732683,0.9937852095115937
1468.376213612714,1000.583932639286,0.9937923103600667
1468.377602531296,1004.5373473038994,0.993783520123351
1468.3789914498789,1000.4825690011196,0.9937775458218837
1468.3803803689268,999.687292193546,0.9937712431369526
1468.3817692875084,1001.476386076885,0.9937784677342032
1468.392880636633,1000.6152167212081,0.9937408262578122
1468.3942695552146,998.0300717236166,0.9937324438034112
1468.3956584737969,1000.6417837242299,0.9937397733300081
1468.3970473923796,1000.56890841967,0.9937387167963116
1468.398436310962,999.1846507192638,0.9937284350861989
1468.3998252300098,1002.712319986555,0.9937324279596745
1468.401214148592,997.0737093738198,0.9937289600589457
1468.4026030671744,998.9703656086573,0.9937243826019169
1468.403991985757,1000.6416925400185,0.9937288314803864
1468.4053809043394,1000.1794457159159,0.9937284923711335
1468.406769822921,998.3893281579209,0.9937186288343289
1468.4081587415037,999.942809279301,0.9937071322657822
1468.409547660087,1000.1077443130877,0.993702595626268
1468.4109365786685,997.3229874967392,0.9936933321010406
1468.4123254972503,997.9591396615623,0.9936888944176674
1468.4137144158333,1000.2420018905733,0.9936801348257892
1468.4151033344156,1001.8749443149526,0.9936697336063663
1468.4164922529972,996.3235550294224,0.9936690485726551
1468.4178811711135,998.5885861459926,0.9936732300809159
1468.4192700896965,1000.7989495172853,0.9936638166328257
1468.4206590082788,1001.131693360809,0.9936538694405833
1468.422047926861,999.48793302819,0.9936460922779504
1468.4234368454431,1000.8714931285297,0.9936466030792046
1468.4248257640254,1000.3234679246183,0.993642536709246
1468.426214682608,1003.0756196233683,0.9936322339173012
1468.4276036011904,1001.2800442847605,0.9936402432813596
1468.4289925193063,1000.2398715825891,0.9936300303976681
1468.4303814378893,999.3377972228957,0.9936219705585954
1468.431770356472,1000.7267991847242,0.9936125546691267
1468.4331592750536,997.7027518753708,0.9936123036363764
1468.434548193636,996.4654792421629,0.9936037383666989
1468.4359371122189,998.8099852969967,0.993595360244396
1468.4373260303353,999.51407288468,0.9935917238480874
1468.4387149489175,1000.4272438800613,0.9935886176994672
1468.4401038674996,1003.5823564903477,0.9935868823897839
1468.441492786082,1000.1437188528912,0.9935954199016505
1468.4428817041992,1001.1051933437087,0.9935856525268327
1468.4442706227817,1000.0396352216706,0.9935859153437474
1468.445659541363,1000.8520836012251,0.9935751262098982
1468.4470484594794,998.1715914832473,0.9935657982027757
1468.4484373780624,1001.1208796996775,0.9935760628001051
1468.4498262966445,1001.4252480241353,0.9935807345323749
1468.4512152147604,997.8693954657199,0.9935716634113035
1468.4526041333434,998.92933147073,0.9935613717622189
1468.4539930519263,994.054764552605,0.9935505549052945
1468.4553819700425,1004.3293134135885,0.9935422396534319
1468.4567708886243,1001.8344269822501,0.9935468317402196
1468.4581598072073,999.5837369434439,0.9935376843880722
1468.4595487253237,1001.99994390422,0.9935274740046296
1468.460937643906,999.8130092587161,0.9935264441011911
1468.4623265620226,998.1007923460057,0.9935218443159543
1468.4637154806042,1001.4062949973384,0.9935119927198525
1468.4651043987212,1000.761363412497,0.9935155822989142
1468.4664933173042,1003.2342427050589,0.9935069285777289
1468.4678822358858,1000.172016137943,0.9934981005526429
1468.4692711540024,998.871212291395,0.9934874715444924
1468.4706600725851,999.4973159857387,0.993478521765222
1468.4720489907018,998.9546111025869,0.9934742781348761
1468.473437909284,999.7013702649767,0.9934687297613762
1468.4748268274006,1000.8756180627116,0.9934689922528162
1468.476215745517,1003.2468791581988,0.9934607974765123
1468.477604664099,998.98470821278,0.9934697008939622
1468.478993582216,998.0469247804714,0.993459564206521
1468.480382500798,1001.3196799609732,0.993464228956802
1468.4817714189146,1001.7436103330404,0.9934741808579726
1468.483160337497,996.1488206284525,0.9934662492424116
1468.484549255614,1000.5307933796206,0.9934575854085628
1468.48593817373,998.000906957129,0.9934493982799257
1468.4873270923129,999.9313693876187,0.9934403096521253
1468.48871601043,1002.4118430142402,0.9934304685713463
1468.4901049290115,1000.4306373452733,0.9934196125014736
1468.491493847128,1001.7754694819137,0.993426330857991
1468.4928827652452,1000.8320528506267,0.9934156031198899
1468.4942716838275,999.4561702617422,0.9934079018633709
1468.495660601944,1000.2318003979875,0.9934147832665318
1468.4970495200607,1000.5805400651095,0.9934251697503117
1468.4984384381771,999.6735043066478,0.9934195202803069
1468.49982735676,1000.0817522051885,0.993415560790743
1468.5012162748767,999.8639151283382,0.9934128835572498
1468.5026051929926,998.4303181120827,0.9934114785584608
1468.5039941115754,1000.1469630280326,0.9934026535171265
1468.505383029693,1003.271522001949,0.9933960558056117
1468.5067719478086,998.8985605545505,0.9933963582310977
1468.5081608659252,998.2817926202978,0.9933950580810605
1468.5095497840423,997.358066333094,0.9933973049880647
1468.5109387026246,1000.6885097625402,0.9933896815168561
1468.5123276207405,1002.0040680027776,0.9933881798111137
1468.513716538857,1004.6465755544143,0.9933829084659505
1468.5151054569742,999.9787240055175,0.9933831370051605
1468.5164943750906,997.8490512691839,0.9933898869925982
1468.5178832932072,1001.6698400422816,0.9933883291080569
1468.5192722117897,999.4621384356693,0.9933815709754423
1468.520661129906,1001.400329169476,0.9933730810008987
1468.5220500480232,1002.2835043164704,0.993367339929525
1468.5234389661398,999.2841746917957,0.9933583184592134
1468.5248278842555,999.3342261201738,0.993349502381638
1468.526216802373,1000.9887234245265,0.9933404119964396
1468.52760572049,1002.1743693837631,0.9933281427571407
1468.528994638606,1000.4134797309097,0.9933134047178386
1468.5303835567229,997.765821480729,0.9933162723049754
1468.5317724748395,998.0646406879742,0.9933218974785525
1468.5331613929563,998.5418711646352,0.9933276334072202
1468.534550311073,999.8386455170103,0.9933135152213179
1468.5359392291894,1002.2788069922608,0.9933059091809864
1468.5373281473053,998.4387266014378,0.9933150200118757
1468.5387170654226,998.4516211975177,0.9933101844787734
1468.54010598354,1001.1903655719015,0.9932973958054465
1468.5414949016558,1000.2733008858679,0.9932994083461828
1468.5428838197715,999.9855808986108,0.9932859371163782
1468.5442727378888,1001.6298144804372,0.9932822605010853
1468.545661656006,999.6525493809677,0.9932643736895853
1468.5470505741218,1002.1618267673371,0.9932467804585614
1468.5484394922385,999.9620915501358,0.9932370067309617
1468.5498284103558,999.5297616189996,0.9932312910412725
1468.5512173280067,1000.874636460369,0.9932163372891002
1468.552606246123,1001.8956662581562,0.9932136532718283
1468.5539951642395,998.920742160974,0.9931996071033846
1468.5553840823563,999.5737037000416,0.9931886352515619
1468.5567730004734,996.7589151387998,0.9931854180496433
1468.55816191859,1003.213229746546,0.9931678976449483
1468.5595508362403,999.317771239189,0.9931530374653489
1468.5609397543574,999.7299886717474,0.9931437215062705
1468.562328672475,1001.3368247426641,0.9931303856014754
1468.5637175905906,1000.8782271960961,0.9931218399090982
1468.5651065087072,1002.1437076518002,0.9931174180501057
1468.5664954263586,1000.5718390206739,0.9931052820904016
1468.5678843444753,999.7369655304569,0.993105982204899
1468.5692732625917,999.9488980707564,0.993089508400175
1468.5706621807085,998.4114387923064,0.9930806816885744
1468.5720510983592,1000.0377893978729,0.9930768551515814
1468.5734400164763,1001.6514965980793,0.9930753705698329
1468.574828934593,1001.0185471647548,0.9930847473487582
1468.5762178522432,1001.944954718714,0.9930860180818829
1468.5776067703598,1001.0397018344479,0.9930821724546326
1468.5789956884769,999.473837425311,0.9930709598732946
1468.5803846061278,1003.2739969841286,0.9930616075382732
1468.5817735242438,1002.4573217170234,0.9930527521839186
1468.583162442361,999.0634125394197,0.9930498623437393
1468.5845513600125,1000.9533133001356,0.9930366539988661
1468.5859402781284,999.8734706533878,0.9930247882629656
1468.5873291957794,1002.330572209696,0.9930096900749542
1468.5887181138964,1000.88041337967,0.9930078542072749
1468.590107032013,998.8682232947473,0.9929931998806291
1468.591495949664,998.3236230685523,0.9929810395598255
1468.5928848677806,1001.1426790566012,0.9929812579781838
1468.5942737854316,997.3624442269692,0.9929824698893528
1468.595662703549,1005.2502959776806,0.9929711917039598
1468.5970516211996,1000.0077278340527,0.9929545508647871
1468.5984405393156,1002.0727544536752,0.9929691675853196
1468.599829456967,997.5899239154227,0.9929639550234397
1468.6012183750845,1000.3426102670634,0.9929463748590892
1468.6026072927343,998.8967565317799,0.9929472400944018
1468.603996210851,999.1775631026762,0.9929313154218524
1468.6053851285026,1000.7413021295082,0.9929171000031018
1468.6067740466192,1001.1560408360078,0.9929075575274808
1468.6081629642697,999.1003995263243,0.9928949028392253
1468.6095518819202,997.8814579825458,0.9928867379347525
1468.6109408000368,1000.9789395911417,0.9928905608699562
1468.6123297176878,1000.8666357909359,0.9928741288804432
1468.6137186358048,999.5557322688535,0.9928579760889717
1468.6151075534558,997.8192584568554,0.9928595117445407
1468.616496471106,997.6863474495347,0.9928603128016324
1468.6178853892234,995.5255329168823,0.9928662896806816
1468.6192743068748,998.4216524926115,0.9928541035617722
1468.620663224525,1000.4543625344191,0.9928374174423614
1468.6220521426417,996.8118411746524,0.9928203411004802
1468.623441060293,1001.6549911498893,0.9928058975029362
1468.624829977944,1002.0130334116759,0.9927925299499089
1468.626218896061,997.1616258032724,0.9927906013274765
1468.6276078137116,1000.1276691021251,0.9927922104646402
1468.6289967313623,999.9404709676386,0.9927753194147086
1468.630385649014,1002.20749865634,0.9927748450392402
1468.6317745671304,999.003956022803,0.9927659237798778
1468.6331634847809,1000.7478180206804,0.9927636785428627
1468.6345524024323,1000.9287118570394,0.9927567607117445
1468.635941320084,998.2270933490116,0.9927544258471719
1468.6373302382,1000.1499923409772,0.9927625662449763
1468.6387191558506,998.4903256451171,0.9927650187403441
1468.6401080735022,1002.0029478368251,0.9927679914646623
1468.641496991153,1001.026688092292,0.9927645037991949
1468.6428859088032,999.5812777984364,0.9927534117501233
1468.6442748264542,1002.0996555786356,0.9927505122578434
1468.6456637445715,995.3582408311712,0.9927336495911031
1468.6470526622224,998.9963644034882,0.9927354852670325
1468.6484415798732,1001.5972790138193,0.9927260599531418
1468.649830497524,1000.4658104579214,0.9927103956072352
1468.651219415175,1000.2565910140045,0.9927273172132344
1468.6526083328265,1001.3666507821422,0.9927216294251751
1468.6539972504777,1000.7084279964646,0.9927111607121775
